u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,access
8038226486,11082266248,0,"[1242280818, 862844565]",,,footway,,False,False,44.425,"LINESTRING (-122.311701 47.5984113, -122.3117018 47.5987837, -122.3117 47.5988108)",,,
8038226493,11078065683,0,"[1193470833, 874910917, 862844566]",,,footway,,False,"[False, True]",9.286999999999999,"LINESTRING (-122.3117003 47.5991453, -122.3116848 47.599139, -122.3116719 47.5991463, -122.311583 47.5991475)",,,
8038226493,11078002709,0,862844566,,,footway,,False,True,12.434000000000001,"LINESTRING (-122.3117003 47.5991453, -122.3117132 47.5991505, -122.311864 47.5991498)",,,
8038226493,11082266248,0,"[1242280817, 1242280818]",,,footway,,False,True,37.195,"LINESTRING (-122.3117003 47.5991453, -122.3117007 47.5988482, -122.3117 47.5988108)",,,
8038226511,11078002708,0,862844567,,,footway,,False,True,146.493,"LINESTRING (-122.311717 47.5993076, -122.3136707 47.5992978)",,,
8038226511,11078065684,0,"[874910915, 893872053]",,,footway,,False,False,10.089,"LINESTRING (-122.311717 47.5993076, -122.3116961 47.5993076, -122.3115845 47.5993221)",,,
8038226511,11077818735,0,1193462196,,,footway,,False,False,34.076,"LINESTRING (-122.311717 47.5993076, -122.3117058 47.5993151, -122.3117065 47.5996109)",,,
8038226513,7298235312,0,781688606,,,footway,,False,True,72.04,"LINESTRING (-122.3117077 47.5999366, -122.3126685 47.5999368)",,,
8038226513,11077818735,0,1193462196,,,footway,,False,True,36.216,"LINESTRING (-122.3117077 47.5999366, -122.3117065 47.5996109)",,,
8038226513,8307928033,0,"[1193439830, 781688606]",,,footway,,False,False,3.348,"LINESTRING (-122.3117077 47.5999366, -122.3116806 47.5999434, -122.3116684 47.5999501)",,,
8038226516,11077818734,0,874910914,,,footway,,False,False,36.361,"LINESTRING (-122.3114795 47.5999373, -122.3114788 47.5996103)",,,
8038226516,11077810384,0,"[874910913, 874910914]",,,footway,,False,True,9.074,"LINESTRING (-122.3114795 47.5999373, -122.3114796 47.5999666, -122.3114807 47.6000189)",,,
8038226516,11077810386,0,"[862844568, 876362436]",,,footway,,False,True,7.5,"LINESTRING (-122.3114795 47.5999373, -122.3115353 47.5999376, -122.3115791 47.5999417)",,,
8038226518,4117338950,0,862844570,,,footway,,False,False,72.003,"LINESTRING (-122.3117076 47.6000883, -122.3126679 47.6000907)",,,
8038226518,8307928039,0,"[862844570, 1193439829]",,,footway,,False,True,3.2990000000000004,"LINESTRING (-122.3117076 47.6000883, -122.3116911 47.6000763, -122.3116776 47.6000666)",,,
8038226518,11076158881,0,874910910,,,footway,,False,True,12.497,"LINESTRING (-122.3117076 47.6000883, -122.311702 47.6000917, -122.3117032 47.600199)",,,
8061505995,11064270302,0,409863452,,,footway,,False,False,25.41,"LINESTRING (-122.3130127 47.6007767, -122.3133516 47.6007773)",,,
8061505995,4117338975,0,409863452,,,footway,,False,True,16.623,"LINESTRING (-122.3130127 47.6007767, -122.312791 47.600776)",,,
8061505995,11076158840,0,"[864897810, 1193245235]",,,footway,,False,True,8.809000000000001,"LINESTRING (-122.3130127 47.6007767, -122.3130136 47.6008081, -122.3129888 47.6008529)",,,
8087025362,8087025374,0,867614845,,,footway,,False,True,75.146,"LINESTRING (-122.3127883 47.6016075, -122.3127912 47.6009317)",,,
8087025362,11061352600,0,867614845,,,footway,,False,False,1.065,"LINESTRING (-122.3127883 47.6016075, -122.3127822 47.6016111, -122.3127761 47.6016111)",,,
8087025362,11061356813,0,"[867614838, 1191365942]",,,footway,,False,True,7.255,"LINESTRING (-122.3127883 47.6016075, -122.3128392 47.6016077, -122.312885 47.6016093)",,,
8087025364,11061356818,0,867614839,,,footway,,False,False,0.452,"LINESTRING (-122.3117021 47.6016071, -122.311706 47.6016102)",,,
8087025364,8087025370,0,867614842,,,footway,,False,False,75.679,"LINESTRING (-122.3117021 47.6016071, -122.3117023 47.6009265)",,,
8087025364,11061356824,0,"[1191365952, 874910900, 867614839]",,,footway,,False,"[False, True]",9.347,"LINESTRING (-122.3117021 47.6016071, -122.3116547 47.6016071, -122.3116333 47.601607, -122.3115775 47.6016088)",,,
8087025370,11076158882,0,867614837,,,footway,,False,True,30.824,"LINESTRING (-122.3117023 47.6009265, -122.3121134 47.6009285)",,,
8087025370,8087025364,0,867614842,,,footway,,False,True,75.679,"LINESTRING (-122.3117023 47.6009265, -122.3117021 47.6016071)",,,
8087025370,8087025371,0,"[1193245240, 867614842]",,,footway,,False,False,3.2670000000000003,"LINESTRING (-122.3117023 47.6009265, -122.3116912 47.6009116, -122.3116808 47.600901)",,,
8087025371,11076158853,0,867614847,,,footway,,False,False,5.331,"LINESTRING (-122.3116808 47.600901, -122.3116753 47.6008532)",,,
8087025371,11076158851,0,874910904,,,footway,,False,False,7.404,"LINESTRING (-122.3116808 47.600901, -122.3115821 47.600903)",,,
8087025371,8087025370,0,"[1193245240, 867614842]",,,footway,,False,True,3.2670000000000003,"LINESTRING (-122.3116808 47.600901, -122.3116912 47.6009116, -122.3117023 47.6009265)",,,
8087025374,8087025362,0,867614845,,,footway,,False,False,75.146,"LINESTRING (-122.3127912 47.6009317, -122.3127883 47.6016075)",,,
8087025374,11076158882,0,867614837,,,footway,,False,False,50.822,"LINESTRING (-122.3127912 47.6009317, -122.3124535 47.6009301, -122.3121134 47.6009285)",,,
8087025374,11076158841,0,"[867614844, 867614837, 1193245238]",,,footway,,False,True,7.269,"LINESTRING (-122.3127912 47.6009317, -122.3128245 47.6009315, -122.3128431 47.6009298, -122.3128868 47.6009229)",,,
8087025374,11076158839,0,"[867614845, 867614846, 1193245239]",,,footway,,False,"[False, True]",8.852,"LINESTRING (-122.3127912 47.6009317, -122.3127913 47.6009089, -122.3127968 47.6008969, -122.3127939 47.6008527)",,,
8087025382,4117338975,0,409863452,,,footway,,False,False,81.382,"LINESTRING (-122.3117056 47.6007731, -122.312791 47.600776)",,,
8087025382,11076158880,0,874910910,,,footway,,False,False,41.443,"LINESTRING (-122.3117056 47.6007731, -122.311704 47.6004004)",,,
8087025382,11076158847,0,"[1193245242, 874910910]",,,footway,,False,True,3.5460000000000003,"LINESTRING (-122.3117056 47.6007731, -122.3116833 47.6007849, -122.3116684 47.6007928)",,,
8093391021,53089008,0,460425666,,South Jackson Street,secondary,25 mph,False,False,11.398,"LINESTRING (-122.317387 47.5992048, -122.317235 47.5992058)",,,
8093391021,5440429948,0,460425666,,South Jackson Street,secondary,25 mph,False,True,11.6,"LINESTRING (-122.317387 47.5992048, -122.3175417 47.599204)",,,
8093391021,8277794187,0,"[758435680, 858625740]",,,footway,,False,"[False, True]",11.131,"LINESTRING (-122.317387 47.5992048, -122.3173848 47.5992331, -122.3173811 47.5992799, -122.3173814 47.5993048)",,,
8093391021,8018004509,0,"[758435680, 860292617, 1193462190]",,,footway,,False,"[False, True]",14.558,"LINESTRING (-122.317387 47.5992048, -122.3173892 47.5991764, -122.317394 47.5991148, -122.3173944 47.5991033, -122.3173638 47.5990825)",,,
8095003120,11077999090,0,263671317,2,South Jackson Street,secondary,25 mph,False,True,80.237,"LINESTRING (-122.3170734 47.5992531, -122.3160033 47.5992555)",,,
8095003120,53089008,0,263671317,2,South Jackson Street,secondary,25 mph,False,False,13.21,"LINESTRING (-122.3170734 47.5992531, -122.317138 47.599235, -122.317235 47.5992058)",,,
8095003120,11077999066,0,758435681,,,footway,,False,False,11.256,"LINESTRING (-122.3170734 47.5992531, -122.3170763 47.5992356, -122.3170855 47.5991808, -122.3170902 47.5991525)",,,
8095003120,11077999076,0,"[758435681, 758437529]",,,footway,,False,"[False, True]",6.35,"LINESTRING (-122.3170734 47.5992531, -122.3170679 47.5992858, -122.3170543 47.5993082)",,,
8144095677,11076454452,0,758437533,,,footway,,False,False,26.153,"LINESTRING (-122.314299 47.5999407, -122.3146478 47.5999413)",,,
8144095677,7083137867,0,758437533,,,footway,,False,True,0.688,"LINESTRING (-122.314299 47.5999407, -122.3142932 47.5999359)",,,
8144095677,11077810352,0,"[893872041, 874906874]",,,footway,,False,True,9.096,"LINESTRING (-122.314299 47.5999407, -122.314299 47.5999567, -122.3142985 47.6000225)",,,
8144095679,11077818738,0,781688606,,,footway,,False,False,35.683,"LINESTRING (-122.3140089 47.5999394, -122.313533 47.5999377)",,,
8144095679,8144095681,0,874906877,,,footway,,False,False,65.983,"LINESTRING (-122.3140089 47.5999394, -122.314011 47.599346)",,,
8144095679,11077810348,0,874906877,,,footway,,False,True,1.258,"LINESTRING (-122.3140089 47.5999394, -122.3140233 47.5999452)",,,
8144095681,8144095679,0,874906877,,,footway,,False,True,65.983,"LINESTRING (-122.314011 47.599346, -122.3140089 47.5999394)",,,
8144095681,8277839583,0,874906877,,,footway,,False,False,8.633000000000001,"LINESTRING (-122.314011 47.599346, -122.3140111 47.5993032, -122.3140088 47.5992984, -122.3140006 47.5992961, -122.3139653 47.5992963)",,,
8144095681,3535107368,0,"[1193462197, 758437525]",,,footway,,False,"[False, True]",9.763,"LINESTRING (-122.314011 47.599346, -122.3140554 47.5993459, -122.3141342 47.5993688)",,,
8144145437,11061356825,0,874910903,,,footway,,False,False,28.8,"LINESTRING (-122.311475 47.6016105, -122.3114758 47.6013515)",,,
8144145437,11061356824,0,"[1191365953, 874910900, 874910901]",,,footway,,False,"[False, True]",7.6899999999999995,"LINESTRING (-122.311475 47.6016105, -122.3115025 47.6016106, -122.3115211 47.6016106, -122.3115775 47.6016088)",,,
8144145441,11061356825,0,874910903,,,footway,,False,True,47.302,"LINESTRING (-122.311477 47.6009261, -122.3114758 47.6013515)",,,
8144145441,8144145449,0,874910908,,,footway,,False,False,3.197,"LINESTRING (-122.311477 47.6009261, -122.3115053 47.6009046)",,,
8144145445,12306484348,0,874910905,,,footway,,False,False,0.786,"LINESTRING (-122.3114823 47.6007791, -122.311477 47.600773)",,,
8144145445,11076158852,0,"[1193245243, 874910909]",,,footway,,False,"[False, True]",8.347000000000001,"LINESTRING (-122.3114823 47.6007791, -122.3114825 47.6008036, -122.3114937 47.6008536)",,,
8144145445,11076158850,0,"[1330093049, 1193245244]",,,footway,,False,True,7.51,"LINESTRING (-122.3114823 47.6007791, -122.3115205 47.6007794, -122.3115819 47.600785)",,,
8144145449,11076158851,0,874910904,,,footway,,False,True,5.761,"LINESTRING (-122.3115053 47.6009046, -122.3115821 47.600903)",,,
8144145449,8144145441,0,874910908,,,footway,,False,True,3.197,"LINESTRING (-122.3115053 47.6009046, -122.311477 47.6009261)",,,
8144145449,11076158852,0,874910909,,,footway,,False,False,5.737,"LINESTRING (-122.3115053 47.6009046, -122.3114937 47.6008536)",,,
8144145456,11078065676,0,874910914,,,footway,,False,True,2.54,"LINESTRING (-122.3114756 47.5993149, -122.3114782 47.5993193, -122.311478 47.5993374)",,,
8144145456,11078065685,0,"[874910916, 893872054]",,,footway,,False,False,9.575,"LINESTRING (-122.3114756 47.5993149, -122.3114798 47.5993008, -122.3114769 47.5992291)",,,
8144145462,8144145463,0,876362452,,,footway,,False,True,1.092,"LINESTRING (-122.3114738 47.5991507, -122.311488 47.5991485)",,,
8144145462,11078065685,0,"[874910916, 874910918]",,,footway,,False,"[False, True]",8.721,"LINESTRING (-122.3114738 47.5991507, -122.3114741 47.5991621, -122.3114769 47.5992291)",,,
8144145463,8144145462,0,876362452,,,footway,,False,False,1.092,"LINESTRING (-122.311488 47.5991485, -122.3114738 47.5991507)",,,
8144145463,11082266247,0,1242280819,,,footway,,False,False,26.887,"LINESTRING (-122.311488 47.5991485, -122.3114892 47.5989067)",,,
8144145463,11078065683,0,"[1193470832, 876362452, 874910917]",,,footway,,False,True,7.163,"LINESTRING (-122.311488 47.5991485, -122.3115002 47.5991466, -122.311517 47.5991483, -122.311583 47.5991475)",,,
8144145468,11082266244,0,876362454,,,footway,,False,True,1.6360000000000001,"LINESTRING (-122.3114749 47.5982623, -122.3114854 47.5982623, -122.3114931 47.5982567)",,,
8144145468,11082266260,0,"[1193886297, 874910921]",,,footway,,False,False,8.501000000000001,"LINESTRING (-122.3114749 47.5982623, -122.3114898 47.5982862, -122.3114877 47.5983367)",,,
8144159425,11085006064,0,874913516,,,footway,,False,True,16.669,"LINESTRING (-122.3139282 47.5965786, -122.3137059 47.5965785)",,,
8144159425,11085006029,0,"[1194194261, 1194194262]",,,footway,,False,False,7.378,"LINESTRING (-122.3139282 47.5965786, -122.3139427 47.5965987, -122.3139436 47.5966427)",,,
8144159425,4888245039,0,1194194265,,,footway,,False,False,74.14500000000001,"LINESTRING (-122.3139282 47.5965786, -122.3139523 47.5965712, -122.3139699 47.5965568, -122.3139824 47.5965359, -122.313986 47.5965102, -122.3139918 47.5959581, -122.313985 47.595945, -122.3139696 47.5959329)",,,
8144159432,11085006031,0,1194194259,,,footway,,False,False,26.02,"LINESTRING (-122.3151527 47.5965968, -122.3154997 47.5965977)",,,
8197980080,8018004534,0,860292635,,,footway,,False,False,33.57,"LINESTRING (-122.3173626 47.5970464, -122.3173612 47.5967445)",,,
8197980080,11083342514,0,860292635,,,footway,,False,True,40.799,"LINESTRING (-122.3173626 47.5970464, -122.3173582 47.5974133)",,,
8197980080,11083317296,0,"[881488205, 881488206, 881488207]",,,"['footway', 'steps']",,False,False,11.533,"LINESTRING (-122.3173626 47.5970464, -122.3174208 47.5970465, -122.3175051 47.5970467, -122.3175164 47.597047)",,,
8197980084,11083317296,0,"[881488208, 881488207]",,,footway,,False,True,40.1,"LINESTRING (-122.3180511 47.5970502, -122.3175888 47.5970493, -122.3175164 47.597047)",,,
8277794187,11078002722,0,859964173,,,footway,,False,True,44.547,"LINESTRING (-122.3173814 47.5993048, -122.3179755 47.5993018)",,,
8277794187,8093391021,0,"[758435680, 858625740]",,,footway,,False,"[False, True]",11.131,"LINESTRING (-122.3173814 47.5993048, -122.3173811 47.5992799, -122.3173848 47.5992331, -122.317387 47.5992048)",,,
8277794187,8004103327,0,859964173,,,footway,,False,False,3.006,"LINESTRING (-122.3173814 47.5993048, -122.3173664 47.5993064, -122.3173555 47.5993114, -122.317351 47.5993187)",,,
8277839583,11078002708,0,862844567,,,footway,,False,False,22.09,"LINESTRING (-122.3139653 47.5992963, -122.3136707 47.5992978)",,,
8277839583,8144095681,0,874906877,,,footway,,False,True,8.633,"LINESTRING (-122.3139653 47.5992963, -122.3140006 47.5992961, -122.3140088 47.5992984, -122.3140111 47.5993032, -122.314011 47.599346)",,,
8277839583,3535107360,0,"[758437524, 890664871]",,,footway,,False,"[False, True]",11.421,"LINESTRING (-122.3139653 47.5992963, -122.3139653 47.599286, -122.3138937 47.5992072)",,,
8277839585,11078002709,0,862844566,,,footway,,False,False,146.637,"LINESTRING (-122.3138084 47.5991214, -122.3137945 47.5991329, -122.3137798 47.5991392, -122.3137617 47.5991418, -122.311864 47.5991498)",,,
8277839585,3535107360,0,"[890664872, 758437524]",,,footway,,False,False,11.567,"LINESTRING (-122.3138084 47.5991214, -122.3138218 47.5991281, -122.3138937 47.5992072)",,,
8277839585,8277839586,0,1193462195,,,footway,,False,False,4.038,"LINESTRING (-122.3138084 47.5991214, -122.3138204 47.5991112, -122.313828 47.5990992, -122.3138266 47.599089)",,,
8277839586,2507633630,0,"[890664873, 758437523]",,,footway,,False,True,7.281,"LINESTRING (-122.3138266 47.599089, -122.3138506 47.5990915, -122.3139214 47.59908)",,,
8277839586,11077999096,0,"[1193462192, 1193462194, 1193462195]",,,footway,,False,False,36.238,"LINESTRING (-122.3138266 47.599089, -122.3136578 47.5988532, -122.3136491 47.5988411, -122.3136181 47.598795)",,,
8277839586,8277839585,0,1193462195,,,footway,,False,True,4.038,"LINESTRING (-122.3138266 47.599089, -122.313828 47.5990992, -122.3138204 47.5991112, -122.3138084 47.5991214)",,,
8277839587,8034020774,0,862358450,,,footway,,False,False,19.689999999999998,"LINESTRING (-122.3141318 47.5990381, -122.3141761 47.5990612, -122.314225 47.599081, -122.3142679 47.5990925, -122.314311 47.5990977, -122.3143706 47.5990976)",,,
8277839587,8007838769,0,862358450,,,footway,,False,True,79.119,"LINESTRING (-122.3141318 47.5990381, -122.3140854 47.5990044, -122.314033 47.5989533, -122.3136289 47.5984149)",,,
8277839587,7404294435,0,"[890664874, 758437523]",,,footway,,False,"[False, True]",5.773,"LINESTRING (-122.3141318 47.5990381, -122.3141179 47.5990482, -122.3140629 47.5990571)",,,
8279919105,8004103325,0,890874103,,,footway,,False,False,1.77,"LINESTRING (-122.3173567 47.5999742, -122.3173395 47.5999851)",,,
8279919105,8004103327,0,858625739,,,footway,,False,False,73.274,"LINESTRING (-122.3173567 47.5999742, -122.3173491 47.5999629, -122.3173555 47.5995964, -122.3173489 47.5995933, -122.317351 47.5993187)",,,
8279919105,8015451723,0,859196934,,,footway,,False,True,90.28899999999999,"LINESTRING (-122.3173567 47.5999742, -122.317374 47.5999786, -122.3183781 47.599982, -122.3184571 47.5999765, -122.3184847 47.5999781, -122.3185559 47.5999928)",,,
8279919107,11076454417,0,858625743,,,footway,,False,False,6.616,"LINESTRING (-122.317082 47.6000925, -122.3170814 47.600033)",,,
8279919107,8004103329,0,890874105,,,footway,,False,True,1.576,"LINESTRING (-122.317082 47.6000925, -122.3170674 47.6001027)",,,
8279919107,11076454419,0,1193277481,,,footway,,False,True,6.606,"LINESTRING (-122.317082 47.6000925, -122.3171688 47.6001027)",,,
8307912946,11078002721,0,859964173,,,footway,,False,False,44.438,"LINESTRING (-122.3194939 47.5992916, -122.3189855 47.599293, -122.3189739 47.5992969, -122.3189026 47.5992973)",,,
8307912946,8015451703,0,859964173,,,footway,,False,True,5.167000000000001,"LINESTRING (-122.3194939 47.5992916, -122.319515 47.5992916, -122.3195311 47.5992942, -122.3195451 47.599302, -122.3195481 47.5993106)",,,
8307912946,11077999053,0,"[859964172, 893874535]",,,footway,,False,False,11.043,"LINESTRING (-122.3194939 47.5992916, -122.3194934 47.599268, -122.3194943 47.5992202, -122.3194949 47.5991923)",,,
8307928033,11077810386,0,862844568,,,footway,,False,False,6.76,"LINESTRING (-122.3116684 47.5999501, -122.3115791 47.5999417)",,,
8307928033,11077810385,0,874910911,,,footway,,False,False,7.773,"LINESTRING (-122.3116684 47.5999501, -122.311674 47.6000199)",,,
8307928033,8038226513,0,"[1193439830, 781688606]",,,footway,,False,True,3.348,"LINESTRING (-122.3116684 47.5999501, -122.3116806 47.5999434, -122.3117077 47.5999366)",,,
8307928036,11077810384,0,874910913,,,footway,,False,False,4.215,"LINESTRING (-122.3114815 47.6000568, -122.3114807 47.6000189)",,,
8307928036,11077810387,0,1193439831,,,footway,,False,True,7.248,"LINESTRING (-122.3114815 47.6000568, -122.3115779 47.6000616)",,,
